FoodID,FoodDescription,FoodDescriptionF,ConversionFactorValue
6199,"Sauce, sweet and sour, homemade","Sauce, aigre-douce, faite maison",0.3042
6203,"Orange juice, chilled, includes from concentrate, fortified with added calcium and vitamin D","Orange, jus, réfrigéré, de concentré inclus, enrichi en calcium et vitamin D",2.63102
6204,"Guava, nectar, canned","Goyave, nectar, en conserve",2.65215
6205,"Mango,  nectar, canned","Mangue, nectar, en conserve",2.65215
6206,"Pork, pickled,  pork hocks","Porc, mariné, jarrets de porc",0.75
6207,"Pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted","Porc, salé, jambon, croupe, avec os, maigre et gras, chauffé, rôti",0.75
6208,"Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted","Porc, salé, jambon, croupe, avec os, maigre, chauffé, rôti",0.75
6209,"Pork, cured, ham, rump, bone-in, separable lean only, unheated","Porc, salé, jambon, croupe, avec os, maigre, non chauffé",0.75
6210,"Pork, cured, ham, shank, bone-in, separable lean only, heated, roasted","Porc, salé, jambon, flanc, avec os, maigre, chauffé, rôti",0.75
6211,"Pork, cured, ham, shank, bone-in, separable lean only, unheated","Porc, salé, jambon, flanc, avec os, maigre, non chauffé",0.75
6212,"Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted","Porc, salé, jambon, flanc, avec os, maigre et gras, chauffé, rôti",0.75
6213,"Pork, cured, ham, shank, bone-in, separable lean and fat, unheated","Porc, salé, jambon, flanc, avec os, maigre et gras, non chauffé",0.75
6214,"Pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil","Porc, salé, jambon, tranche, avec os, maigre et gras, chauffé, grillé dans la poêle",0.75
6215,"Pork, cured, ham, slice, bone-in, separable lean only, unheated","Porc, salé, jambon, tranche, avec os, maigre, non chauffé",0.75
6216,"Pork, cured, ham, slice, bone-in, separable lean and fat, unheated","Porc, salé, jambon, tranche, avec os, maigre et gras, non chauffé",0.75
6217,"Soybeans, green (edamame), frozen, unprepared","Fèves, soya frais (edamame), congelée, non préparée",0.85
6218,"Soybeans, green (edamame), frozen, prepared","Fèves, soya frais (edamame), congelée, préparée",1.146
6219,"Mushroom, Maitake, raw","Champignon, Maitake, cru",0.85
6220,"Peanut butter, lower sugar","Beurre d'arachides, moins de sucre",0.3243
6221,"Toaster pastry, fruit, frosted (apple, blueberry, cherry, strawberry)","Tartelette grille-pain, glacée (pommes, bleuets, cerises, fraises)",0.265
6222,"Toaster pastry, fruit, toasted (apple, blueberry, cherry, strawberry)","Tartelette grille-pain, fruits, grillée (pommes, bleuets, cerises, fraises)",0.26
6223,"Dessert, flan, caramel custard, homemade","Dessert, flan, crème au caramel, fait maison",3.23331
6224,"Candies, fudge, peanut butter, homemade","Bonbons, fudge, beurre d'arachides, fait maison",0.4
6225,"Candies, truffles, homemade","Bonbons, truffes, faites maison",0.15
6226,"Dessert, egg custard, baked, homemade","Dessert, flan aux oeufs, cuit au four, fait maison",2.97971
6227,"Dessert, mousse, chocolate, homemade","Dessert, mousse, chocolat, faite maison",4.26902
6228,"Dessert, apple crisp, homemade","Dessert, croustade aux pommes, faite maison",2.9797
6229,"Candies, praline, homemade","Bonbons, praline, fait maison",0.15
6230,"Candies, SNICKERS Almond bar","Bonbons, Snickers, avec amandes",0.4
6231,"Candies, fudge, chocolate marshmallow, homemade","Bonbons, fudge, chocolat guimauve, fait maison",0.4
6232,"Candies, taffy, homemade","Bonbons, tire d'érable, faite maison",0.15
6233,"Candies, toffee, homemade","Bonbons, caramel (toffee) , fait maison",0.15
6234,"Candies, divinity, homemade","Bonbons, fudge blanc divinity, fait maison",0.15
6235,"Fast foods, Miniature cinnamon rolls","Aliments prêts à manger, mini-brioches à la cannelle",0.55
6236,"Fast foods, sandwiches and burgers, hamburger, large, double patty, with condiments, vegetables and mayonnaise","Aliments prêts à manger, sandwichs et burgers, hambourgeois, gros, 2 galettes; avec condiments, légumes et mayonnaise",1.4
6237,"Fast foods, sandwiches and burgers, hamburger, large, single patty, with condiments, vegetables and mayonnaise","Aliments prêts à manger, sandwichs et burgers, hambourgeois, gros, 1 galette, avec condiments, légumes et mayonnaise",1.4
6238,"Fast foods, sandwiches and burgers, hamburger, large, single patty, with condiments","Aliments prêts à manger, sandwichs et burgers, hambourgeois,  gros, 1 galette, avec condiments",1.4
6239,"Fast foods, sandwiches and burgers, hamburger, large, single patty, with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois, gros, 1 galette, avec condiments et légumes",1.4
6240,"Fast foods, sandwiches and burgers, hamburger, regular, single patty, with condiments and special sauce","Aliments prêts à manger, sandwichs et burgers, hambourgeois,  régulier, 1 galette, avec condiments et sauce spéciale",1.4
6242,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, with condiments","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, régulier, 2 galettes, avec condiments",1.4
6243,"Fast foods, sandwiches and burgers, cheeseburger, large, double patty, with condiments","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 2 galettes, avec condiments",1.4
6244,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with condiments, vegetables and mayonnaise","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, avec condiments, légumes et mayonnaise",1.4
6245,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with condiments","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, avec condiments",1.4
6246,"Fast Foods, sandwiches and burgers, cheeseburger, large, double patty, with condiments, vegetables and mayonnaise","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 2 galettes, avec condiments, légumes et mayonnaise",1.4
6247,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, with condiments and special sauce","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, régulier, 2 galettes, avec condimets et sauce spéciale",1.4
6248,"Fast foods, chicken tenders, breaded","Aliments prêts à manger, filets de poitrine de poulet, panés",1.4
6249,"Fast foods, breakfast, bagel, with ham, egg and cheese","Aliments prêts à manger, déjeuner, bagel, avec jambon, oeuf et fromage",1.4
6250,"Fast foods, breakfast, bagel, with egg, sausage patty, cheese, and condiments","Aliments prêts à manger, déjeuner, bagel, avec oeuf, saucisse, fromage et condiments",1.4
6251,"Fast foods, breakfast, bagel, with breakfast steak, egg, cheese, and condiments","Aliments prêts à manger, déjeuner, bagel, avec bifteck, oeuf, fromage et condiments",1.5
6252,"Lasagna, cheese, frozen, prepared","Lasagne au fromage, congelée, préparée",2.37755
6253,"Burrito, beef and bean, frozen","Burrito, boeuf et haricots, congelé",1.43
6254,"Burrito, bean and cheese, frozen","Burrito, haricots et fromage, congelé",1.29
6255,"Snacks, popcorn, microwave, lower in fat","Grignotises, maïs soufflé au four micro-ondes, moins de lipides",0.1606
6256,"Snacks, popcorn, unpopped kernels","Grignotises, maïs, grains non soufflés",0.5
6257,"Snacks, sweet potato chips, unsalted","Grignotises, croustilles de patates douces, non salées",0.3
6258,"Snacks, multigrain chips, plain","Grignotises, croustilles multigrains, nature",0.315
6259,"Salmonberry, raw","Ronce élégante, crue",1.4
6260,"Chokecherry, raw, pitted","Cerise de Virginie, crue, dénoyautée (cerise à grappes)",0.5917
6261,"Fish, steelhead trout, meat, dried","Poisson, truite arc-en-ciel anadrome, viande, séchée",0.55
6262,"Fish, steelhead trout, boiled, canned","Poisson, truite arc-en-ciel anadrome, bouillie, en conserve",0.55
6263,"Corn, dried, yellow","Maïs, séché, jaune",0.45
6264,"Fish, smelt, dried","Poisson, éperlan, séché",0.55
6265,"Frybread, made with lard","Pain frit, avec lard",1.36
6266,"Agave, raw","Agave, cru",0.85
6267,"Agave, cooked","Agave, cuit",0.85
6268,"Agave, dried","Agave, séché",0.5
6275,"Grains, oat flour, whole-grain","Grains céréaliers, farine d'avoine, grains entiers",0.3
6276,"Cereal, hot, oats, large flakes, whole-grain, dry, Cream Hill Estates","Céréale, chaude, gruau, gros flocons, grain entier, sèche, Cream Hill Estates",0.4
6278,"Broccoli, flower clusters, raw","Brocoli, fleurettes, crues",0.65
6279,"Broccoli, stalks, raw","Brocoli, tiges, crues",0.85
6280,"Broccoli, leaves, raw","Brocoli, feuilles, crues",0.85
6281,"Jam type spread, Double Fruit","Tartinade type confiture, Double Fruit",0.0623
6282,"Jam type spread, Double Fruit, apricot","Tartinade type confiture, Double fruit, abricot",0.0623
6283,"Jam type spread, Double Fruit, Light","Tartinade type confiture, Double Fruit, Légère",0.05655
6284,"Jam type spread, Double Fruit, light, apricot","Tartinade type confiture, Double Fruit, légère, abricot",0.05655
6285,"Beef, composite cuts, stewing beef, 0mm (0"") trim, raw","Boeuf, coupes diverses, boeuf à ragout, 0mm  (0"") paré, cru",1.25
6286,"Beef, composite cuts, stewing beef, 0mm (0"")  trim, cooked","Boeuf, coupes diverses, boeuf à ragout, 0mm  (0"") paré, cuit",1.416
6287,"Juice, tomato, canned, no salt added","Jus, tomates, en conserve, sans sel ajouté",1.28381
6288,"Pork, composite cuts, leg, loin and shoulder, lean and fat, cooked","Porc, coupes diverses, cuisse, longe et épaule, maigre et gras, cuit",1.0
6289,"Peanut butter, natural","Beurre d'arachides, naturel",0.15
6291,"Kefir, (2-3.9% M.F.)","Kéfir, (2-3,9% M.G.)",1.75
6292,"Cookie, chocolate chip, refrigerated dough, baked","Biscuit, grains de chocolat, pâte réfrigérée, cuit",0.3
6298,"Artichoke, marinated",Artichaut mariné,0.3
501097,"Meal replacement (cereal), ready to eat, Vector, Kellogg's","Substitut de repas (céréale), prête-à-manger, Vector, Kellogg's",0.3
501098,"Cabbage, napa, raw","Chou, napa, cru",0.7868
501502,"Deli-meat, prosciutto (parma ham) dry-cured","Charcuterie, prosciutto, (jambon de Parme), salé à sec",0.147
501505,"Cheese, parmesan, dry grated, reduced fat","Fromage, parmesan, râpé, teneur réduite en gras",0.15
501506,"Cream, substitute, flavoured, liquid","Crème, succédané, aromatisé, liquide",2.23592
501507,"Cream, substitute, flavoured, powdered","Crème, succédané, aromatisé, en poudre",0.02
501508,"Cheese, provolone, reduced fat","Fromage, provolone, teneur réduite en gras",0.5
501509,"Seasoning mix, taco, dry mix","Assaisonnement, taco, mélange sec",0.02891
501510,"Salad dressing, honey mustard, calorie-reduced","Vinaigrette, moutarde au miel, réduite en Calories",0.3041
501513,"Chicken patty, frozen, uncooked","Poulet, galette, congelée, non cuite",0.9
501514,"Chicken patty, frozen, cooked","Poulet, galette, congelée, cuite",0.6
501515,"Chicken breast tenders, breaded, cooked in conventional oven","Poulet, tendres de poitrine, panés, cuits au four conventionnel",1.0
501516,"Chicken breast tenders, breaded, cooked in microwave","Poulet, tendres de poitrine, panés, cuits au four à micro-ondes",1.0
501517,"Chicken breast tenders, breaded, uncooked","Poulet, tendres de poitrine, panés, non cuits",1.25
501518,"Sauce, spaghetti, with mushroom and green pepper, ready-to-serve","Sauce, spaghetti, avec champignons et poivrons verts, prête-à-servir",0.65934
501519,"Sauce, spaghetti, with onion and garlic, ready-to-serve","Sauce, spaghetti, avec oignons et ail, prête-à-servir",0.65934
501520,"Soup, red pepper and black bean, ready-to-serve, reduced sodium","Soupe, poivrons rouges et haricots noirs, prête-à-servir, réduit en sodium",2.63915
501521,"Soup, butternut squash, ready-to-serve","Soupe, courge musquée, prête-à-servir",2.58465
501522,"Sauce, spaghetti, with garden vegetables, ready-to-serve","Sauce spaghetti, avec légumes du jardin, prête-à-servir",0.65934
501523,"Bar, milk and cereal",Barre aux céréales et au lait,0.4
501524,"Water, fruit flavour, sweetened with artificial sweetener","Eau, saveur de fruits, édulcorant artificiel",1.25211
501525,"Drink, breakfast type, orange, reduced sugar","Boisson, type déjeuner, orange, moins de sucre",2.6099
501526,"Plant-based beverage, soy, enriched, chocolate","Boisson à base de plantes, soya, enrichie, chocolat",1.02705
501527,"Plant-based beverage, soy, enriched, all flavours, unsweetened","Boisson à base de plantes, soya, enrichie, toutes saveurs, non sucrée",2.5888
501528,"Plant-based beverage, soy, enriched, all flavours, low fat","Boisson à base de plantes, soya, enrichie, toutes saveurs, teneur réduite en gras",2.56762
501529,"Plant-based beverage, soy, enriched, all flavours, fat free","Boisson à base de plantes, soya, enrichie, toutes saveurs, sans gras",2.5888
501530,"Muffin, blueberry, commercial, reduced fat","Muffin, bleuets, commercial, teneur réduite en gras",0.355
501531,"Dessert, frozen, ice cream, vanilla, reduced sugar","Dessert, congelé, crème glacée, vanille, moins de sucre",0.27895
501532,"Dessert, frozen, ice cream, chocolate, reduced sugar","Dessert, congelé, crème glacée, chocolat, moins de sucre",0.24514
501533,"Grains, wheat, kamut khorasan, cooked","Grains céréaliers, blé, kamut khorasan, cuit",1.4
501534,"Grains, spelt, cooked","Grains céréaliers, épeautre, cuit",1.4
501535,"Grains, teff, cooked","Grains céréaliers, teff, cuit",1.4
501536,"Fast foods, sandwiches and burgers, crispy chicken fillet sandwich, with lettuce tomato and mayonnaise","Aliments prêts à manger, sandwichs et burgers, sandwich au poulet croustillant, avec laitue, tomate et mayonnaise",1.4
501537,"Dessert, frozen, light ice cream, soft serve, blended with milk chocolate candies","Dessert, congelé, crème glacée légère, molle, mélangée avec bonbons au chocolat au lait",2.5888
501538,"Dessert, frozen, light ice cream, soft serve, blended with cookie pieces","Dessert, congelé, crème glacée légère, molle, mélangée avec morceaux de biscuits",2.50422
501539,"Burrito, bean and cheese, microwaved","Burrito, haricots et fromage, cuit au four à micro-ondes",1.4
501540,"Burrito, beef and bean, microwaved","Burrito, boeuf et haricots, cuit au four à micro-ondes",1.4
501541,"Egg roll, pork, refrigerated, heated","Pâté impérial (egg roll), porc, réfrigéré, réchauffé",0.55
501542,"Egg roll, chicken, refrigerated, heated","Pâté impérial (egg roll), poulet, réfrigéré, réchauffé",0.55
501543,"Egg roll, vegetable, refrigerated, heated","Pâté impérial (egg roll), légumes, réfrigéré, réchauffé",0.55
501544,"Lasagna, vegetable, frozen, baked","Lasagne aux légumes, congelée, cuite",1.95
501545,"Snacks, popcorn, microwave, butter flavour","Grignotises, maïs soufflé au four à micro-ondes, saveur de beurre",0.08348
501546,"Snacks, pretzels, soft, unsalted","Grignotises, bretzels, mous, non salés",0.45
501547,"Snacks, soy chips or crisps, salted","Grignotises, croustilles de soya, salées",0.27
501548,"Cattail, narrow leaf shoots, native","Massette, pousses de feuilles étroites, autochotone",0.85
501549,"Rose hips, wild, native","Églantier, fruits, autochtone",1.4
501551,"Milk, fluid, goat, unenriched, whole","Lait, liquide, chèvre, non enrichi, entier",0.5
501552,"Cookie, oatmeal, refrigerated dough, prepared","Biscuit, avoine, pâte réfrigérée, préparée",0.24
501553,"Cookie, peanut butter, refrigerated dough, prepared","Biscuit, beurre d'arachides, pâte réfrigérée, preparée",0.3
501574,"Cereal, ready-to-eat, amaranth flakes","Céréales, prêtes à manger, flocons d'amarante",0.3
501575,"Arrowhead, boiled, drained, with salt","Sagitaire, bouillie, drainée, sel ajouté",0.48
501576,"Artichoke (Globe, French), frozen, boiled, drained, with salt","Artichaut, congelé, bouilli, égoutté, sel ajouté",0.85
501577,"Asparagus, canned, solids and liquid, unsalted","Asperge, conserve, solides et liquide, non salée",2.57819
501578,"Asparagus, boiled, drained, with salt","Asperge, bouillie, égouttée, sel ajouté",0.9
501579,"Asparagus, frozen, boiled, drained, with salt","Asperge, congelée, bouillie, égouttée, sel ajouté",0.9
501580,"Balsam-pear (bitter gourd, bitter melon), leafy tips, boiled, drained, with salt","Margose, feuilles tendres, bouillies, égouttées, sel ajouté",0.85
501581,"Balsam-pear (bitter gourd, bitter melon), pods, boiled, drained, with salt","Margose, fruits, bouillies, égouttées, sel ajouté",0.85
501582,"Bamboo shoots, boiled, drained, with salt","Bambou, pousses, bouillies, égouttées, sel ajouté",0.85
501583,"Beans, kidney, all types, boiled, with salt","Haricots, rouges, tous les types, bouillis, sel ajouté",1.8702
501584,"Beans, kidney, all types, boiled","Haricots, rouges, tous les types, bouillis",1.8702
501585,"Beans, kidney, all types, raw","Haricots, rouges, tous les types, crus",1.0
501586,"Beans, kidney, sprouted, boiled, drained, with salt","Haricots communs, secs, germés, bouillis, égouttés, sel ajouté",1.87025
501587,"Beans, navy, mature seeds, sprouted, boiled, drained, with salt","Haricots, petits blancs, secs, germés, bouillis, égouttés, sel ajouté",1.92318
501588,"Beans, pinto, frozen, boiled, drained, with salt","Haricots, pinto, congelés, bouillis, égouttés, sel ajouté",0.85
501589,"Beans, pinto, mature seeds, sprouted,  boiled, drained, with salt","Haricots, pinto, secs, germés, bouillis, égouttés, sel ajouté",1.80693
501590,"Beans, snap (Italian, green or yellow), canned, drained solids, unsalted","Haricots italiens, jaunes ou verts, conserve, solides égouttés, non salés",0.62
501591,"Beans, snap (Italian, green or yellow), canned, solids and liquid, unsalted","Haricots italiens, jaunes ou verts, conserve, solides et liquide, non salés",2.5359
501592,"Beef pot pie, frozen, prepared","Pâté au boeuf, congelé, préparé",1.95
501593,"Beef, tripe, simmered","Boeuf, tripe, mijotée",1.0
501594,"Beet greens, boiled, drained, with salt","Betterave, feuilles, bouillies, égouttées, sel ajouté",0.85
501595,"Beets, boiled, drained, with salt","Betteraves, bouillies, égouttées, sel ajouté",0.85
501596,"Biscuit, plain/buttermilk, dry mix, prepared","Biscuit, poudre à pâte, nature/babeurre, mélange sec, préparé",0.37
501597,"Blackberry, wild, raw","Mûre sauvage, crue",0.76078
501599,"Blueberry, wild, raw","Bleuet sauvage, cru",0.76076
501600,"Borage, boiled, drained, with salt","Bourrache, bouillie, égouttée, sel ajouté",0.85
501601,"Bread, cornbread (also corn muffin mix), dry mix, prepared","Pain, semoule de maïs (aussi préparation pour muffin), mélange sec, préparé",0.3
501602,"Bread, Irish soda, homemade","Pain irlandais au bicarbonate de soude, fait maison",0.37
501603,"Broadbeans (fava beans), fresh, boiled, drained, with salt","Gourganes (fèves des marais, fava), fraîches, bouillies, égouttées, sel ajouté",0.85
501604,"Broccoli, frozen, chopped, boiled, drained, with salt","Brocoli, congelé, haché, bouilli, égoutté, sel ajouté",0.85
501605,"Brussels sprouts, boiled, drained, with salt","Choux de Bruxelles, bouillis, égouttés, sel ajouté",0.84
501606,"Brussels sprouts, frozen, boiled, drained, with salt","Choux de Bruxelles, congelés, bouillis, égouttés, sel ajouté",0.84
501607,"Burdock root, boiled, drained, with salt","Bardane (glouteron), racine, bouillie, égouttée, sel ajouté",0.85
501608,"Butterbur (fuki), boiled, drained, with salt","Pétasite commun, bouilli, égoutté, sel ajouté",0.85
501609,"Cabbage, red, boiled, drained, with salt","Chou rouge, bouilli, égoutté, sel ajouté",0.85
501610,"Cabbage, savoy, boiled, drained, with salt","Chou de Milan (Savoie), bouilli, égoutté, sel ajouté",0.85
501611,"Cake, shortcake, biscuit-type, homemade","Gâteau sablé, fait maison",0.8
501612,"Candies, bars, Twix, chocolate fudge cookie","Bonbons, tablettes, Twix, biscuits au chocolat",0.4
501613,"Cardoon, boiled, drained, with salt","Cardon, bouilli, égoutté, sel ajouté",0.85
501614,"Carrot, boiled, drained, with salt","Carotte, bouillie, égouttée, sel ajouté",0.85
501615,"Carrot, frozen, boiled, drained, with salt","Carotte, congelée, bouillie, égouttée, sel ajouté",0.85
501616,"Carrot, canned, drained solids, unsalted","Carotte, conserve, solides égouttés, sans sel ajouté",2.40913
501617,"Carrot, canned, solids ans liquid, unsalted","Carotte, conserve, solides et liquide, sans sel ajouté",2.59932
501618,"Cauliflower, boiled, drained, with salt","Chou-fleur, bouilli, égoutté, sel ajouté",0.85
501619,"Cauliflower, frozen, boiled, drained, with salt","Chou-fleur, congelé, bouilli, égoutté, sel ajouté",0.85
501620,"Celeriac, boiled, drained, with salt","Céleri-rave, bouilli, égoutté, with salt",0.85
501621,"Chrysanthemum, garland, boiled, drained, with salt","Chrysanthème des jardins, bouilli, égoutté, sel ajouté",0.85
501622,"Mollusks, cockle, raw","Mollusques, coque, crue",1.25
501623,"Collards, frozen, boiled, drained, with salt","Chou cavalier (collards), congelé, bouilli, égoutté, sel ajouté",0.85
501624,"Corn, sweet, white, on or off the cob, boiled, drained, with salt","Maïs, sucré, blanc, avec ou sans épi, bouilli, égoutté, sel ajouté",1.18
501625,"Corn, sweet, white, on or off the cob, boiled, drained","Maïs, sucré, blanc, avec ou sans épi, bouilli, égoutté",1.16
501626,"Corn, sweet, white, raw","Maïs, sucré, blanc, cru",1.6273
501627,"Corn, sweet, canned, cream style, unsalted","Maïs sucré, conserve, en crème, sans sel ajouté",2.705
501628,"Corn, sweet, canned, brine pack, solids and liquid, unsalted","Maïs sucré, conserve, saumure, solides et liquide, sans sel ajouté",1.35256
501629,"Corn, sweet, canned, vacuum pack, niblets, unsalted","Maïs sucré, conserve, emballage sous vide, grains entiers, sans sel ajouté",2.21905
501630,"Cowpeas (black-eyed peas), immature seeds, frozen, boiled, drained, with salt","Doliques à oeil noir, grains immatures, congelés, bouillis, égouttés, sel ajouté",0.85
501632,"Cowpeas, leafy tips, boiled, drained, with salt","Doliques à oeil noir, feuilles, bouillies, égouttées, sel ajouté",0.85
501633,"Cowpeas, young pods with seeds, boiled, drained, with salt","Doliques à oeil noir, jeunes cosses et graines, bouillies, égouttées, sel ajouté",0.85
501634,"Cranberry (lingonberry), wild, raw","Canneberge (airelle), sauvage, crue",0.46492
501635,"Cress, garden, boiled, drained, with salt","Cresson alénois, bouilli, égoutté, sel ajouté",0.85
501636,"Dandelion greens, boiled, drained, with salt","Pissenlit, feuilles, bouillies, égouttées, sel ajouté",0.85
501637,"Dock (sorrel), boiled, drained, with salt","Oseille, bouilli, égoutté, sel ajouté",0.85
501638,"Egg substitute, liquid, fat free","Oeuf, succédané, liquide, sans gras",0.5
501639,"Egg substitute, powder","Oeuf, succédané, poudre",0.5
501640,"Fast foods, egg, cheese and bacon griddlecake sandwich","Aliments prêts à manger, sandwich de crêpes avec oeuf, fromage et bacon",1.4
501641,"Fast foods, egg, cheese and sausage griddlecake sandwich","Aliments prêts à manger, sandwich de crêpes avec oeuf, fromage et saucisse",1.4
501642,"Eggplant (aubergine, brinjal), boiled, drained, with salt","Aubergine, bouillie, égouttée, sel ajouté",0.85
501643,"Fast foods, pizza, cheese, regular crust","Aliments prêts à manger, pizza avec fromage, croûte régulière",1.07
501644,"Fast foods, pizza, cheese, thick crust","Aliments prêts à manger, pizza avec fromage, croûte épaisse",9.22
501645,"Fast foods, pizza, cheese, thin crust","Aliments prêts à manger, pizza avec fromage, croûte mince",5.9
501646,"Fast foods, pizza, cheese and vegetables, regular crust","Aliments prêts à manger, pizza avec fromage et légumes, croûte régulière",1.46
501647,"Fast foods, pizza, cheese and pepperoni, regular crust","Aliments prêts à manger, pizza avec fromage et pepperoni, croûte régulière",1.41
501648,"Fast foods, pizza, cheese and pepperoni, thick crust","Aliments prêts à manger, pizza avec fromage et pepperoni, croûte épaisse",9.46
501649,"Fast foods, brownie","Aliments prêts à manger, carré au chocolat",0.3
501650,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, avec condiments et légumes",1.4
501651,"Fast foods, sandwiches and burgers, hamburger, large, single patty with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois, gros, 1 galette avec condiments et légumes",1.4
501652,"Fish, burbot (loche), raw","Poisson, lotte (loche), crue",1.25
501653,"Fish, burbot (loche), baked or broiled","Poisson, lotte (loche), cuite au four ou grillée",1.0
501654,"Drink, fruit punch, frozen concentrate","Boisson, punch aux fruits, concentré congelé",4.23191
501655,"Drink, fruit punch, frozen concentrate, water added","Boisson, punch aux fruits, concentré congelé, eau ajoutée",2.6099
501656,"Gourd, dishcloth (towelgourd), boiled, drained, with salt","Courge torchon (towelgourd), bouillie, égouttée, sel ajouté",0.85
501657,"Gourd, white-flowered (calabash gourd), boiled, drained, with salt","Calebasse, bouillie, égouttée, sel ajouté",0.85
501658,"Grapefruit juice, pink, raw","Pamplemousse rose, jus, frais",2.6099
501660,"Drumstick (horseradish-tree), leaves, boiled, drained, with salt","Cassier (ben oléifère), feuilles, bouillies, égouttées, sel ajouté",0.85
501661,"Drumstick (horseradish-tree), pods, boiled, drained, with salt","Cassier (ben oléifère), gousses, bouillies, égouttées, sel ajouté",0.85
501662,"Huckleberries, raw","Airelle myrtille, crue",1.4
501663,"Beans, hyacinth, boiled, drained, with salt","Doliques d'Égypte, bouillis, égouttés, sel ajouté",0.85
501664,"Kale, boiled, drained, with salt","Chou vert frisé, bouilli, égoutté, sel ajouté",0.85
501665,"Jute, potherb, boiled, drained, with salt","Jute tossa, bouilli, égoutté, sel ajouté",0.85
501666,"Kale, frozen, boiled, drained, with salt","Chou vert frisé, congelé, bouilli, égoutté, sel ajouté",0.85
501667,"Kohlrabi, boiled, drained, with salt","Chou-rave, bouilli, égoutté, sel ajouté",0.85
501668,"Lambsquarters, boiled, drained, with salt","Chou gras (chenopode blanc), bouilli, égoutté, sel ajouté",0.85
501669,"Leeks (bulb and lower-leaf portion), boiled, drained, with salt","Poireaux (bulbe et portion inférieure), bouillis, égouttés, sel ajouté",0.85
501670,"Lentils, sprouted, stir-fried, with salt, no fat added","Lentilles, germées, sautées, sel ajouté, sans gras ajouté",0.65
501671,"Beans, lima, boiled, drained, with salt","Haricots, lima, bouillis, égouttés, sel ajouté",0.85
501672,"Beans, lima, baby, frozen, boiled, drained, with salt","Haricots, lima, petits, congelés, bouillis, égouttés",1.90204
501673,"Beans, lima (fordhook), frozen, boiled, drained, with salt","Haricots, lima (fordhook), congelés, bouillis, égouttés, sel ajouté",1.79637
501674,"Lotus root, boiled, drained, with salt","Lotus, racine, bouillie, égouttée, sel ajouté",0.85
501675,"Cereal, millet, puffed","Céréale, millet, soufflé",0.3
501676,"Beans, mung, mature seeds, sprouted, bean sprouts, boiled, drained, with salt","Haricots, mungo, secs, germés, germes de haricot, bouillis, égouttés, sel ajouté",0.65
501677,"Mushroom, boiled, drained, with salt","Champignon, bouilli, égoutté, sel ajouté",0.85
501678,"Mushroom, white, microwaved","Champignon, cuit au four à micro-ondes",0.57058
501679,"Mustard greens, boiled, drained, with salt","Moutarde, feuilles, bouillies, égouttées, sel ajouté",0.85
501680,"Mustard greens, frozen, boiled, drained, with salt","Moutarde, feuilles, congelées, bouillies, égouttées, sel ajouté",1.58503
501681,"Mustard spinach (tendergreen), boiled, drained, with salt","Moutarde joncée, bouillie, égouttée, sel ajouté",0.85
501682,"New Zealand spinach, boiled, drained, with salt","Épinards de la Nouvelle-Zélande, bouillis, égouttés, sel ajouté",0.85
501683,"Oil, cooking spray","Huile, enduit à cuisson en vaporisateur",0.003
501684,"Okra (gumbo), boiled, drained, with salt","Okra (gombo), bouilli, égoutté, sel ajouté",0.85
501685,"Okra (gumbo), frozen, boiled, drained, with salt","Okra (gombo), congelé, bouilli, égoutté, sel ajouté",0.85
501686,"Onion, frozen, chopped, boiled, drained, with salt","Oignon, congelé, haché, bouilli, égoutté, sel ajouté",0.85
501687,"Onion, frozen, whole, boiled, drained, with salt","Oignon, congelé, entier, bouilli, égoutté, sel ajouté",0.85
501688,"Juice drink, orange","Boisson au jus, orange",2.631
501689,"Pancake, plain (includes buttermilk), dry mix, complete, prepared with water","Crêpe, nature (incluant babeurre), mélange sec, complet, préparé avec eau",0.75
501690,"Pancake, plain (includes buttermilk), dry mix, incomplete, prepared with egg, oil, milk","Crêpe, nature (incluant babeurre), mélange sec, incomplet, préparé avec oeuf, huile et lait",0.75
501691,"Pancake, whole wheat, dry mix, incomplete, prepared, (with egg, oil, milk)","Crèpe, blé entier, mélange sec incomplet, préparé (avec oeuf, huile et lait)",0.75
501692,"Parsnip, boiled, drained, with salt","Panais, bouilli, égoutté, sel ajouté",0.85
